,CREATED_AT,SHIFT_ID,ACTION,WORKER_ID,SHIFT_START_LOGS,FACILITY_ID,PERFORMED_BY_TYPE,LEAD_TIME,SHIFT_TYPE
37,2021-12-11 06:42:24.615000+00:00,1809,SHIFT_UNBOOK,185,2021-12-13 07:00:00+00:00,34,SYSTEM AUTOMATED,48.293333,noc
38,2021-12-11 15:33:20.664000+00:00,1809,SHIFT_CLAIM,156,2021-12-13 07:00:00+00:00,34,AGENT,39.444444,noc
39,2021-12-20 22:46:17.759000+00:00,2545,SHIFT_OPEN,,2021-12-24 23:00:00+00:00,46,FACILITY,96.228611,pm
40,2021-12-21 21:30:11.363000+00:00,2545,FACILITY_CANCEL,,2021-12-24 23:00:00+00:00,46,FACILITY,73.496944,pm
41,2021-12-01 19:34:15.111000+00:00,1185,SHIFT_OPEN,,2021-12-05 15:00:00+00:00,2,FACILITY,91.429167,am
42,2021-12-11 09:05:01.795000+00:00,1792,SHIFT_CLAIM,17,2021-12-12 07:30:00+00:00,31,AGENT,22.416389,noc
43,2021-12-08 08:48:47.526000+00:00,1792,SHIFT_OPEN,,2021-12-12 07:30:00+00:00,31,ADMIN,94.686944,noc
44,2021-12-11 07:54:43.714000+00:00,1792,WORKER_CANCEL,11,2021-12-12 07:30:00+00:00,31,AGENT,23.588056,noc
45,2021-12-11 15:57:46.048000+00:00,1792,FACILITY_CANCEL_FILLED,17,2021-12-12 07:30:00+00:00,31,FACILITY,15.537222,noc
46,2021-12-11 06:04:14.174000+00:00,1792,SHIFT_CLAIM,11,2021-12-12 07:30:00+00:00,31,AGENT,25.429444,noc
47,2021-12-11 02:55:32.557000+00:00,1792,WORKER_CANCEL,171,2021-12-12 07:30:00+00:00,31,AGENT,28.574444,noc
48,2021-12-08 16:36:18.896000+00:00,1792,SHIFT_CLAIM,171,2021-12-12 07:30:00+00:00,31,AGENT,86.895,noc
49,2021-12-01 19:34:04.205000+00:00,1183,SHIFT_OPEN,,2021-12-05 15:00:00+00:00,2,FACILITY,91.432222,am
50,2021-12-21 11:10:23.082000+00:00,1168,SHIFT_CLAIM,98,2021-12-31 07:00:00+00:00,39,AGENT,235.826944,noc
51,2021-12-22 09:07:17.837000+00:00,1168,WORKER_CANCEL,98,2021-12-31 07:00:00+00:00,39,AGENT,213.878611,noc
52,2021-12-01 00:18:01.933000+00:00,1168,SHIFT_OPEN,,2021-12-31 07:00:00+00:00,39,FACILITY,726.699722,noc
53,2021-12-31 16:45:07.893000+00:00,1168,SHIFT_VERIFY,171,2021-12-31 07:00:00+00:00,39,ADMIN,-9.751944,noc
54,2021-12-09 13:06:06.180000+00:00,1168,SHIFT_CLAIM,185,2021-12-31 07:00:00+00:00,39,AGENT,521.898333,noc
55,2021-12-23 17:41:39.012000+00:00,1168,SHIFT_CLAIM,171,2021-12-31 07:00:00+00:00,39,AGENT,181.305833,noc
56,2021-12-11 06:42:22.522000+00:00,1168,SHIFT_UNBOOK,185,2021-12-31 07:00:00+00:00,39,SYSTEM AUTOMATED,480.293889,noc
57,2021-12-06 23:18:25.593000+00:00,1244,SHIFT_VERIFY,180,2021-12-05 07:00:00+00:00,56,ADMIN,-40.306944,noc
58,2021-12-02 17:05:07.675000+00:00,1244,SHIFT_OPEN,,2021-12-05 07:00:00+00:00,56,FACILITY,61.914722,noc
59,2021-12-04 02:37:05.252000+00:00,1244,SHIFT_CLAIM,180,2021-12-05 07:00:00+00:00,56,AGENT,28.381944,noc
60,2021-12-08 01:41:15.932000+00:00,1275,SHIFT_CLAIM,128,2021-12-17 22:30:00+00:00,15,AGENT,236.8125,pm
61,2021-12-16 20:09:47.440000+00:00,1275,FACILITY_CANCEL_FILLED,128,2021-12-17 22:30:00+00:00,15,FACILITY,26.336944,pm
62,2021-12-02 18:11:49.353000+00:00,1275,SHIFT_OPEN,,2021-12-17 22:30:00+00:00,15,FACILITY,364.303056,pm
63,2021-12-13 22:59:29.545000+00:00,2238,SHIFT_OPEN,,2021-12-25 07:00:00+00:00,2,FACILITY,272.008611,noc
64,2021-12-13 22:58:07.883000+00:00,2212,SHIFT_OPEN,,2021-12-21 23:00:00+00:00,2,FACILITY,192.031389,pm
65,2021-12-13 22:57:38.833000+00:00,2199,FACILITY_CANCEL,,2021-12-20 07:00:00+00:00,2,FACILITY,152.039444,noc
66,2021-12-13 22:57:23.130000+00:00,2199,SHIFT_OPEN,,2021-12-20 07:00:00+00:00,2,FACILITY,152.043611,noc
67,2021-12-13 22:58:30.231000+00:00,2223,SHIFT_OPEN,,2021-12-22 15:00:00+00:00,2,FACILITY,208.025,am
68,2021-12-13 22:59:00.828000+00:00,2231,SHIFT_OPEN,,2021-12-25 07:00:00+00:00,2,FACILITY,272.016667,noc
69,2021-11-20 11:50:41.033000+00:00,496,SHIFT_OPEN,,2021-12-27 15:00:00+00:00,31,ADMIN,891.155278,am
70,2021-12-22 10:57:02.662000+00:00,496,FACILITY_CANCEL,,2021-12-27 15:00:00+00:00,31,FACILITY,124.049444,am
71,2021-12-12 15:27:38.679000+00:00,1893,SHIFT_VERIFY,119,2021-12-11 23:00:00+00:00,56,ADMIN,-16.460556,pm
72,2021-12-09 13:13:53.248000+00:00,1893,SHIFT_OPEN,,2021-12-11 23:00:00+00:00,56,FACILITY,57.768611,pm
73,2021-12-10 19:59:34.299000+00:00,1893,SHIFT_CLAIM,119,2021-12-11 23:00:00+00:00,56,AGENT,27.007222,pm
74,2021-11-26 21:20:43.772000+00:00,681,SHIFT_OPEN,,2021-12-13 15:00:00+00:00,13,FACILITY,401.654722,am
75,2021-12-01 02:36:23.203000+00:00,681,SHIFT_CLAIM,113,2021-12-13 15:00:00+00:00,13,AGENT,300.393611,am
76,2021-12-10 22:58:28.998000+00:00,681,FACILITY_CANCEL_FILLED,113,2021-12-13 15:00:00+00:00,13,FACILITY,64.025556,am
77,2021-12-21 19:42:44.559000+00:00,2584,SHIFT_OPEN,,2021-12-31 07:00:00+00:00,2,FACILITY,227.287778,noc
78,2021-12-21 19:42:08.510000+00:00,2574,SHIFT_OPEN,,2021-12-28 07:00:00+00:00,2,FACILITY,155.297778,noc
79,2021-12-07 00:13:10.994000+00:00,1398,SHIFT_VERIFY,26,2021-12-05 07:00:00+00:00,36,ADMIN,-41.219444,noc
80,2021-12-03 19:33:54.408000+00:00,1398,SHIFT_CLAIM,26,2021-12-05 07:00:00+00:00,36,ADMIN,35.435,noc
81,2021-12-03 01:40:58.479000+00:00,1398,SHIFT_OPEN,,2021-12-05 07:00:00+00:00,36,FACILITY,53.317222,noc
82,2021-12-16 17:27:59.430000+00:00,2368,SHIFT_OPEN,,2021-12-19 15:00:00+00:00,56,FACILITY,69.533611,am
83,2021-12-11 14:52:08.290000+00:00,1957,SHIFT_CLAIM,33,2021-12-18 07:00:00+00:00,0,AGENT,160.131111,noc
84,2021-12-19 02:17:27.147000+00:00,1957,SHIFT_VERIFY,33,2021-12-18 07:00:00+00:00,0,ADMIN,-19.290833,noc
85,2021-12-09 21:07:03.483000+00:00,1957,SHIFT_OPEN,,2021-12-18 07:00:00+00:00,0,FACILITY,201.8825,noc
86,2021-12-24 14:08:09.906000+00:00,2665,SHIFT_VERIFY,64,2021-12-23 15:00:00+00:00,33,ADMIN,-23.135833,am
87,2021-12-23 14:31:12.517000+00:00,2665,SHIFT_CLAIM,64,2021-12-23 15:00:00+00:00,33,AGENT,0.48,am
88,2021-12-22 22:56:37.692000+00:00,2665,SHIFT_OPEN,,2021-12-23 15:00:00+00:00,33,FACILITY,16.056389,am
89,2021-12-17 23:21:06.282000+00:00,1689,SHIFT_VERIFY,26,2021-12-17 15:30:00+00:00,47,ADMIN,-7.851667,am
90,2021-12-06 20:01:55.053000+00:00,1689,SHIFT_CLAIM,26,2021-12-17 15:30:00+00:00,47,ADMIN,259.468056,am
91,2021-12-06 20:00:28.333000+00:00,1689,SHIFT_OPEN,,2021-12-17 15:00:00+00:00,47,ADMIN,258.992222,am
92,2021-12-29 14:12:55.653000+00:00,2888,SHIFT_OPEN,,2021-12-31 06:00:00+00:00,30,FACILITY,39.784722,noc
93,2021-12-31 16:05:03.356000+00:00,2888,SHIFT_VERIFY,24,2021-12-31 06:00:00+00:00,30,ADMIN,-10.084167,noc
94,2021-12-29 18:58:24.043000+00:00,2888,SHIFT_CLAIM,24,2021-12-31 06:00:00+00:00,30,AGENT,35.026667,noc
95,2021-12-04 09:38:50.579000+00:00,239,SHIFT_UNBOOK,106,2021-12-26 23:00:00+00:00,54,SYSTEM AUTOMATED,541.352778,pm
96,2021-11-17 02:57:59.384000+00:00,239,SHIFT_OPEN,106,2021-12-26 23:00:00+00:00,54,ADMIN,956.033611,pm
97,2021-12-06 15:36:05.195000+00:00,239,FACILITY_CANCEL_FILLED,44,2021-12-26 23:00:00+00:00,54,FACILITY,487.398611,pm
98,2021-12-04 17:04:19.183000+00:00,239,SHIFT_CLAIM,44,2021-12-26 23:00:00+00:00,54,AGENT,533.928056,pm
99,2021-11-17 03:42:53.352000+00:00,239,SHIFT_CLAIM,106,2021-12-26 23:00:00+00:00,54,ADMIN,955.285278,pm
100,2021-12-30 04:41:00.274000+00:00,368,FACILITY_CANCEL,,2021-12-31 15:00:00+00:00,36,FACILITY,34.316667,am
101,2021-11-18 18:19:27.116000+00:00,368,SHIFT_OPEN,,2021-12-31 15:00:00+00:00,36,FACILITY,1028.675833,am
102,2021-12-06 17:39:11.965000+00:00,1593,SHIFT_OPEN,,2021-12-12 23:00:00+00:00,49,FACILITY,149.346944,pm
103,2021-12-06 23:51:33.791000+00:00,1593,SHIFT_CLAIM,93,2021-12-12 23:00:00+00:00,49,ADMIN,143.140833,pm
104,2021-12-13 10:28:36.680000+00:00,1593,SHIFT_VERIFY,93,2021-12-12 23:00:00+00:00,49,ADMIN,-11.476667,pm
105,2021-12-06 18:18:51.454000+00:00,1608,SHIFT_OPEN,,2021-12-20 15:00:00+00:00,35,FACILITY,332.685833,am
106,2021-11-25 16:17:47.537000+00:00,619,SHIFT_CLAIM,83,2021-12-04 16:00:00+00:00,45,ADMIN,215.703611,am
107,2021-11-25 16:17:25.833000+00:00,619,SHIFT_OPEN,,2021-12-04 16:00:00+00:00,45,ADMIN,215.709722,am
108,2021-12-07 17:26:37.098000+00:00,619,SHIFT_VERIFY,83,2021-12-04 16:00:00+00:00,45,ADMIN,-73.443611,am
109,2021-12-02 23:44:37.785000+00:00,1382,SHIFT_CLAIM,53,2021-12-04 07:00:00+00:00,13,AGENT,31.256389,noc
110,2021-12-04 17:11:54.248000+00:00,1382,SHIFT_VERIFY,53,2021-12-04 07:00:00+00:00,13,ADMIN,-10.198333,noc
111,2021-12-02 23:44:24.702000+00:00,1382,SHIFT_OPEN,,2021-12-04 07:00:00+00:00,13,FACILITY,31.26,noc
112,2021-12-19 21:05:14.567000+00:00,2391,WORKER_CANCEL,94,2021-12-20 07:00:00+00:00,35,AGENT,9.912778,noc
113,2021-12-16 18:12:24.430000+00:00,2391,SHIFT_OPEN,,2021-12-20 07:00:00+00:00,35,FACILITY,84.793333,noc
114,2021-12-17 22:52:55.616000+00:00,2391,SHIFT_CLAIM,94,2021-12-20 07:00:00+00:00,35,ADMIN,56.118056,noc
115,2021-12-07 23:55:03.499000+00:00,872,SHIFT_VERIFY,66,2021-12-07 15:00:00+00:00,1,ADMIN,-8.9175,am
116,2021-12-03 21:18:23.421000+00:00,872,SHIFT_CLAIM,66,2021-12-07 15:00:00+00:00,1,AGENT,89.693611,am
117,2021-11-29 18:05:59.718000+00:00,872,SHIFT_OPEN,,2021-12-07 15:00:00+00:00,1,FACILITY,188.900278,am
118,2021-12-02 17:28:15.711000+00:00,527,FACILITY_CANCEL,,2021-12-19 07:00:00+00:00,42,FACILITY,397.529167,noc
119,2021-11-22 18:08:25.408000+00:00,527,SHIFT_OPEN,,2021-12-19 07:00:00+00:00,42,FACILITY,636.859722,noc
120,2021-12-09 21:04:56.775000+00:00,1944,SHIFT_OPEN,,2021-12-13 23:00:00+00:00,0,FACILITY,97.917778,pm
121,2021-12-23 09:34:45.842000+00:00,2670,FACILITY_CANCEL,,2021-12-24 23:00:00+00:00,31,FACILITY,37.420833,pm
122,2021-12-23 09:34:05.552000+00:00,2670,SHIFT_OPEN,,2021-12-24 23:00:00+00:00,31,FACILITY,37.431944,pm
123,2021-12-14 15:34:46.438000+00:00,490,SHIFT_CLAIM,118,2021-12-26 23:00:00+00:00,31,AGENT,295.420556,pm
124,2021-11-20 11:50:12.623000+00:00,490,SHIFT_OPEN,,2021-12-26 23:00:00+00:00,31,ADMIN,875.163333,pm
125,2021-12-25 02:31:10.964000+00:00,490,WORKER_CANCEL,118,2021-12-26 23:00:00+00:00,31,AGENT,44.480556,pm
126,2021-12-06 16:10:23.724000+00:00,1587,SHIFT_OPEN,,2021-12-06 23:00:00+00:00,6,ADMIN,6.826944,pm
127,2021-10-29 21:46:06.200000+00:00,112,SHIFT_OPEN,,2021-12-11 22:30:00+00:00,23,FACILITY,1032.731667,pm
128,2021-11-30 14:01:01.227000+00:00,112,FACILITY_CANCEL,,2021-12-11 22:30:00+00:00,23,FACILITY,272.483056,pm
129,2021-11-23 19:32:32.427000+00:00,276,SHIFT_CLAIM,123,2021-12-02 07:00:00+00:00,36,AGENT,203.457778,noc
130,2021-11-18 17:52:12.228000+00:00,276,SHIFT_OPEN,,2021-12-02 07:00:00+00:00,36,FACILITY,325.13,noc
131,2021-12-13 19:40:09.827000+00:00,276,NO_CALL_NO_SHOW,123,2021-12-02 07:00:00+00:00,36,ADMIN,-276.669167,noc
132,2021-12-02 19:21:27.036000+00:00,276,SHIFT_VERIFY,123,2021-12-02 07:00:00+00:00,36,ADMIN,-12.3575,noc
133,2021-11-30 10:38:18.938000+00:00,147,SHIFT_CLAIM,46,2021-12-29 06:30:00+00:00,23,ADMIN,691.861667,noc
134,2021-11-02 21:01:38.691000+00:00,147,SHIFT_OPEN,,2021-12-29 06:30:00+00:00,23,FACILITY,1353.472778,noc
135,2022-01-07 04:41:26.819000+00:00,147,SHIFT_VERIFY,46,2021-12-29 06:30:00+00:00,23,ADMIN,-214.190556,noc
136,2021-12-04 00:43:24.492000+00:00,54,FACILITY_CANCEL,,2021-12-16 06:30:00+00:00,23,FACILITY,293.776667,noc
137,2021-10-26 13:48:31.010000+00:00,54,SHIFT_OPEN,,2021-12-16 06:30:00+00:00,23,FACILITY,1216.691389,noc
138,2021-11-20 11:49:49.401000+00:00,484,SHIFT_OPEN,,2021-12-26 07:00:00+00:00,31,ADMIN,859.169722,noc
139,2022-01-06 18:41:25.018000+00:00,484,SHIFT_VERIFY,99,2021-12-26 07:00:00+00:00,31,ADMIN,-275.690278,noc
140,2021-11-21 05:46:46.707000+00:00,484,SHIFT_CLAIM,99,2021-12-26 07:00:00+00:00,31,AGENT,841.220556,noc
141,2022-01-06 17:59:29.436000+00:00,862,SHIFT_VERIFY,136,2021-12-31 23:00:00+00:00,13,ADMIN,-138.991389,pm
142,2021-12-31 19:31:49.228000+00:00,862,SHIFT_CLAIM,136,2021-12-31 23:00:00+00:00,13,AGENT,3.469722,pm
143,2021-11-29 19:41:17.399000+00:00,862,SHIFT_CLAIM,89,2021-12-31 23:00:00+00:00,13,ADMIN,771.311944,pm
144,2021-11-29 17:56:10.365000+00:00,862,SHIFT_OPEN,,2021-12-31 23:00:00+00:00,13,FACILITY,773.063889,pm
145,2021-12-31 17:10:02.317000+00:00,862,WORKER_CANCEL,89,2021-12-31 23:00:00+00:00,13,AGENT,5.832778,pm
146,2021-11-29 23:14:19.479000+00:00,995,SHIFT_OPEN,,2021-12-31 07:30:00+00:00,33,FACILITY,752.261389,noc
147,2021-12-31 17:57:16.621000+00:00,995,SHIFT_VERIFY,57,2021-12-31 07:30:00+00:00,33,ADMIN,-10.454444,noc
148,2021-12-22 16:14:32.381000+00:00,995,SHIFT_CLAIM,57,2021-12-31 07:30:00+00:00,33,AGENT,207.257778,noc
149,2021-12-03 22:20:23.054000+00:00,1441,SHIFT_OPEN,,2021-12-03 09:00:00+00:00,25,ADMIN,-13.339722,am
150,2021-12-03 22:20:32.661000+00:00,1441,SHIFT_CLAIM,34,2021-12-03 09:00:00+00:00,25,ADMIN,-13.342222,am
151,2021-12-09 22:55:45.113000+00:00,1441,SHIFT_DELETE,,2021-12-03 09:00:00+00:00,25,ADMIN,-157.929167,am
152,2021-12-03 22:25:52.933000+00:00,1441,SHIFT_UNBOOK,34,2021-12-03 09:00:00+00:00,25,ADMIN,-13.431111,am
153,2021-12-11 00:20:50.462000+00:00,2089,FACILITY_CANCEL,,2021-12-11 15:00:00+00:00,34,ADMIN,14.652778,am
154,2021-12-10 17:44:23.269000+00:00,2089,SHIFT_OPEN,,2021-12-11 15:00:00+00:00,34,FACILITY,21.260278,am
155,2021-11-24 19:35:07.400000+00:00,600,SHIFT_OPEN,,2021-12-02 15:00:00+00:00,34,ADMIN,187.414722,am
156,2021-12-09 20:21:10.050000+00:00,227,FACILITY_CANCEL_FILLED,138,2021-12-05 23:00:00+00:00,54,ADMIN,-93.352778,pm
157,2021-12-04 09:38:45.556000+00:00,227,SHIFT_UNBOOK,106,2021-12-05 23:00:00+00:00,54,SYSTEM AUTOMATED,37.354167,pm
158,2021-12-04 21:24:45.348000+00:00,227,SHIFT_CLAIM,138,2021-12-05 23:00:00+00:00,54,AGENT,25.5875,pm
159,2021-11-17 02:38:57.984000+00:00,227,SHIFT_OPEN,,2021-12-05 23:00:00+00:00,54,ADMIN,452.350833,pm
160,2021-11-17 03:12:55.643000+00:00,227,SHIFT_CLAIM,106,2021-12-05 23:00:00+00:00,54,ADMIN,451.784722,pm
161,2021-12-18 02:30:23.725000+00:00,690,SHIFT_VERIFY,99,2021-12-17 15:00:00+00:00,13,ADMIN,-11.506389,am
162,2021-11-26 21:21:56.633000+00:00,690,SHIFT_OPEN,,2021-12-17 15:00:00+00:00,13,FACILITY,497.634444,am
163,2021-12-01 23:06:04.328000+00:00,690,SHIFT_CLAIM,99,2021-12-17 15:00:00+00:00,13,AGENT,375.898889,am
164,2021-12-24 22:27:01.838000+00:00,2225,SHIFT_VERIFY,6,2021-12-23 23:00:00+00:00,2,ADMIN,-23.450278,pm
165,2021-12-13 22:58:36.259000+00:00,2225,SHIFT_OPEN,,2021-12-23 23:00:00+00:00,2,FACILITY,240.023333,pm
166,2021-12-14 21:27:10.597000+00:00,2225,SHIFT_CLAIM,6,2021-12-23 23:00:00+00:00,2,AGENT,217.547222,pm
167,2021-12-13 22:58:44.413000+00:00,2229,SHIFT_OPEN,,2021-12-24 07:00:00+00:00,2,FACILITY,248.021111,noc
168,2021-12-28 05:36:19.777000+00:00,2838,SHIFT_CLAIM,196,2021-12-30 15:30:00+00:00,60,ADMIN,57.894722,am
169,2021-12-28 15:12:21.519000+00:00,2838,WORKER_CANCEL,196,2021-12-30 15:30:00+00:00,60,AGENT,48.294167,am
170,2021-12-28 05:35:40.820000+00:00,2838,SHIFT_OPEN,196,2021-12-30 15:30:00+00:00,60,ADMIN,57.905556,am
171,2021-12-28 15:27:25.611000+00:00,2838,SHIFT_DELETE,,2021-12-30 15:30:00+00:00,60,ADMIN,48.043056,am
172,2021-12-06 21:19:08.470000+00:00,1694,SHIFT_CLAIM,94,2021-12-12 07:00:00+00:00,39,AGENT,129.681111,noc
173,2021-12-12 18:43:16.186000+00:00,1694,SHIFT_VERIFY,45,2021-12-12 07:00:00+00:00,39,ADMIN,-11.721111,noc
174,2021-12-11 22:54:28.691000+00:00,1694,WORKER_CANCEL,94,2021-12-12 07:00:00+00:00,39,ADMIN,8.092222,noc
175,2021-12-06 20:12:49.556000+00:00,1694,SHIFT_OPEN,,2021-12-12 07:00:00+00:00,39,FACILITY,130.786389,noc
176,2021-12-12 02:17:45.725000+00:00,1694,SHIFT_CLAIM,45,2021-12-12 07:00:00+00:00,39,AGENT,4.704167,noc
177,2021-12-08 17:37:42.194000+00:00,1701,FACILITY_CANCEL,,2021-12-21 07:00:00+00:00,42,FACILITY,301.371667,noc
178,2021-12-06 21:36:39.145000+00:00,1701,SHIFT_OPEN,,2021-12-21 07:00:00+00:00,42,FACILITY,345.389167,noc
179,2021-12-01 00:22:29.227000+00:00,1127,SHIFT_CLAIM,130,2021-12-26 07:00:00+00:00,13,ADMIN,606.625278,noc
180,2022-01-06 18:44:54.089000+00:00,1127,SHIFT_VERIFY,130,2021-12-26 07:00:00+00:00,13,ADMIN,-275.748333,noc
181,2021-11-30 23:51:43.937000+00:00,1127,SHIFT_OPEN,,2021-12-26 07:00:00+00:00,13,FACILITY,607.138056,noc
182,2021-12-28 05:49:14.080000+00:00,2844,SHIFT_OPEN,,2021-12-30 23:00:00+00:00,13,FACILITY,65.179444,pm
183,2021-12-29 03:52:53.933000+00:00,2844,SHIFT_CLAIM,135,2021-12-30 23:00:00+00:00,13,AGENT,43.118611,pm
184,2022-01-06 17:46:25.220000+00:00,2844,SHIFT_VERIFY,135,2021-12-30 23:00:00+00:00,13,ADMIN,-162.773611,pm
185,2021-12-14 13:46:37.509000+00:00,1952,SHIFT_CLAIM,33,2021-12-17 07:00:00+00:00,0,AGENT,65.223056,noc
186,2021-12-19 02:17:27.719000+00:00,1952,SHIFT_VERIFY,33,2021-12-17 07:00:00+00:00,0,ADMIN,-43.290833,noc
187,2021-12-09 21:06:20.030000+00:00,1952,SHIFT_OPEN,,2021-12-17 07:00:00+00:00,0,FACILITY,177.894444,noc
188,2021-12-20 21:45:10.874000+00:00,581,FACILITY_CANCEL_FILLED,82,2021-12-28 15:00:00+00:00,8,FACILITY,185.247222,am
189,2021-12-18 14:11:18.708000+00:00,581,SHIFT_CLAIM,82,2021-12-28 15:00:00+00:00,8,AGENT,240.811667,am
190,2021-11-23 01:13:04.737000+00:00,581,SHIFT_OPEN,,2021-12-28 15:00:00+00:00,8,FACILITY,853.782222,am
191,2021-11-26 21:20:05.994000+00:00,676,SHIFT_OPEN,,2021-12-12 15:00:00+00:00,13,FACILITY,377.665278,am
192,2021-12-01 23:09:17.263000+00:00,676,SHIFT_CLAIM,17,2021-12-12 15:00:00+00:00,13,AGENT,255.845278,am
193,2021-12-10 23:58:18.669000+00:00,676,FACILITY_CANCEL_FILLED,17,2021-12-12 15:00:00+00:00,13,FACILITY,39.028333,am
